timestamp,symbol,clean_text,original_sentiment,nlp_label,nlp_score
2026-06-19 13:29 ET,MRNA,hehehe that was an easy one. didnt take long!! love such setups,Bullish,neutral,0.8763
2026-06-19 13:29 ET,MRNA,"there ought to be a vaccine against stupidityfree of charge, if possible, so the conspiracy theorists have nothing to grumble about.",None,neutral,0.879
2026-06-19 13:29 ET,MRNA,"bears only post about conspiracy, this is very atypical. for almost any other srock bears make valuation and growth arguments. but here the valuation is amazing, the growth potential is amazing. let39s suppose for one moment the bears are right about conspiracy. now you",Bullish,neutral,0.8838
2026-06-19 13:29 ET,MRNA,wow! tulsi drops the bomb on the covid lies. and morons still believe big pharma would never hide adverse effect from a gene therapy but 5 years ago i was the conspiracy theorists. every day more vindication. i trust strip club operator more than these dru,None,neutral,0.9002
2026-06-19 13:29 ET,MRNA,"technical analysis remember that investing involves risks, and it39s important that you do your own research. let39s learn and grow together!",None,neutral,0.8758
2026-06-19 13:29 ET,MRNA,ebola cases increase almost 40 in a week as death toll passes 200 out of control - ebola czar needed,Bullish,mixed,0.4396
2026-06-19 13:29 ET,QS,not seeing any signs of exhaustion yet,None,neutral,0.7381
2026-06-19 13:29 ET,QS,lfg amigos bags 100 packed,Bullish,neutral,0.8841
2026-06-19 13:29 ET,QS,technology holds value only when it reaches mass production a conversation between honda and quantumscape,None,neutral,0.8993
2026-06-19 13:29 ET,QS,"not worth it argue with bears bashers got destroyed and news and charts imo is extremely bullish quantumscape announces agreement with honda on solid-state battery technology san jose, calif., june 18, 2026 globe newswire -- quantumscape corporation nasdaq qs, a",Bullish,neutral,0.7744
2026-06-19 13:29 ET,QS,maybe some of this?,Bullish,neutral,0.9158
2026-06-19 13:29 ET,QS,"spacex options debut with an absolute monster session on day one, completely blowing past the historic meta ipo record! on this episode of the option block, we break down the massive volume, crashing implied vol, and extreme upside skew. plus, a look at the new fed chair3",None,neutral,0.0
2026-06-19 13:29 ET,QS,i dont get it zpta has 60 patents it will blast these others in time,None,neutral,0.8027
2026-06-19 13:29 ET,QS,honda going public after validating qs batteries and technology is very important. if you include motorcycle sales qs now have two of the top three vehicle manufacturers in the world onboard.,Bullish,neutral,0.6969
2026-06-19 13:29 ET,QS,there could be a correlation between honda buying the lg battery plant and deciding not to purchase the machines inside of the plant as part of the deal. almost like they have future plans to put their own systems into place.,Bullish,neutral,0.928
2026-06-19 13:29 ET,QS,,None,neutral,0.0
2026-06-19 13:29 ET,UUUU,might be a good time to start a position.,None,neutral,0.7979
2026-06-19 13:29 ET,UUUU,this sector is heating up again and with reason. is the star.,Bullish,neutral,0.8595
2026-06-19 13:29 ET,UUUU,the uranium amp nuclear energy sector is getting the biggest shakeup of all time amp the stocks are seeing double digit gains yesterday. nrc proposes changes to accelerate advanced nuclear fuel infrastructure which will fuel ai energy demand like amp key to u.s.,Bullish,bullish,0.8538
2026-06-19 13:29 ET,UUUU,"energy fuels has entered a new era under ceo brian pappu phipps. his background isnt just in leadership its in rare earth chemistry, separation technology, and advanced materials, exactly what the company needs for its next phase. pappu understands the technical chall",Bullish,neutral,0.8552
2026-06-19 13:29 ET,UUUU,"the white mesa mill is the heart of energy fuels, and most investors still dont understand how important this facility truly is. its the only operating conventional uranium mill in the united states, but its value goes far beyond uranium. white mesa is being transformed i",Bullish,neutral,0.9167
2026-06-19 13:29 ET,UUUU,the 725 million conditional commitment from the u.s. government is far more than a financial deal its a nationalsecurity milestone. this level of support is not given lightly. it signals that energy fuels is now part of the united states longterm strategy to rebuild,Bullish,neutral,0.5472
2026-06-19 13:29 ET,UUUU,"the asm partnership is one of the most important developments in energy fuels history, and many investors still dont fully understand how big this is. asm isnt just a partner theyre a global leader in rare earth separation and advanced materials. their involvement val",Bullish,neutral,0.841
2026-06-19 13:29 ET,UUUU,fk fuel economy rumbleon,None,bearish,0.7447
2026-06-19 13:29 ET,UUUU,"ai is transforming the world faster than any technology in history, but theres a massive problem almost nobody is talking about power. ai data centers consume enormous amounts of electricity far more than traditional cloud computing. as models grow, the energy demand is",Bullish,neutral,0.9113
2026-06-19 13:29 ET,UUUU,"energy fuels has never had a leadership team as powerful and perfectly aligned as mark chalmers and brian pappu phipps. mark chalmers remains the backbone of the company the strategist, the government communicator, the uranium expert, and the respected voice in washingt",Bullish,neutral,0.8961
2026-06-19 13:29 ET,ABG,fundamental analysis of asbury automotive group inc based on financial data and reported results. abg,None,neutral,0.941
2026-06-19 13:29 ET,ABNB,out of the tightness da shall spread like its staying at da onto,Bullish,neutral,0.8944
2026-06-19 13:29 ET,ABNB,out of the tightness. da longer da base da higha da spcx onto,Bullish,neutral,0.8339
2026-06-19 13:29 ET,ABUS,finally catching a bid?,None,neutral,0.6986
2026-06-20 14:05 ET,ACON,"final watchlist ai crypto robotics, needs 0.95 break slow grind turnaround, needs confirmation merger story, timing-dependent fundamentals are strong, but need volume have a great long weekend and happy father39s day! - jl",Bullish,mixed,0.5111
2026-06-20 14:05 ET,AIBZ,this thing is booming.,Bullish,neutral,0.8106
2026-06-20 14:05 ET,ARDX,mid august 2026 share price gt10. who agrees? in my opinion 80 probability.,None,neutral,0.9036
2026-06-20 14:05 ET,ARDX,thank you very much brother. i was looking at the posible approval of a new competitor for x by the end of the month. what do you think will be the impact on ? i guess it should not dramatically impactes as 75 rough is coming from i. but we usually get puni,Bullish,neutral,0.9211
2026-06-20 14:05 ET,ARDX,i can do this all dat,None,neutral,0.8769
2026-06-20 14:05 ET,ARDX,"slept late disclaimer- even taking into account stocking and insurance resets i do not believe the script data has been accurate at predicting revenue. part of the discrepancy is that institutional shipments has seen accelerated growth, they are only out monthly. so t",None,neutral,0.5139
2026-06-20 14:05 ET,ARDX,are they still pushing the zydus acquisitiongood luck since i dont see zydus paying 2.5x current stock price,None,neutral,0.8712
2026-06-20 14:05 ET,ARDX,from your mouth to raabs ears,Bullish,neutral,0.9334
2026-06-20 14:05 ET,ARDX,can i say something? kind of a waste of a 1 trending.,Bullish,neutral,0.7948
2026-06-20 14:05 ET,ARDX,i39ve just set it and forget it with for so long that i39ve forgotten merger mondays is a running joke,Bullish,neutral,0.4968
2026-06-20 14:05 ET,ARDX,,Bullish,neutral,0.0
2026-06-20 14:05 ET,ARDX,,Bullish,neutral,0.0
2026-06-20 14:05 ET,BFLY,"got 20,350 shares at 6.35. sell in for 13.35. will hit monday.",None,neutral,0.8626
2026-06-20 14:05 ET,BFLY,anyone know how to access the td cowen webcast today. the link on their ir page is to their live webcast and has ended.,None,neutral,0.8107
2026-06-20 14:05 ET,BFLY,"have bought this down to 7.80 w 5,500 shares and held for years. lfg!",None,neutral,0.8379
2026-06-20 14:05 ET,BFLY,check out this really good informative video on this company,None,neutral,0.909
2026-06-20 14:05 ET,BFLY,"butterfly network, inc. spicytrade - daily stock analysis",None,neutral,0.9358
2026-06-20 14:05 ET,BFLY,"we got a major gap up, and it is pressing right up against its recent high, and the move feels controlled. steady, deliberate, no panic in the tape. that kind of quiet grind into a high is what the big boys hope you overlook. see it here?",Bullish,neutral,0.8582
2026-06-20 14:05 ET,BFLY,onto,Bullish,neutral,0.0
2026-06-20 14:05 ET,BFLY,premature profit taking should be my new username,None,neutral,0.891
2026-06-20 14:05 ET,BFLY,"so, what youre saying, , is that its going to tank after enough newbees have been pulled in for you play. gfy",Bearish,neutral,0.6463
2026-06-20 14:05 ET,BFLY,so this company is the iq of equivalent of medical devices as iq of washing machines...which nobody uses...gotcha,Bearish,neutral,0.9221
2026-06-20 14:05 ET,CAT,"dragonfly capital - 5 trade ideas for monday affirm, caterpillar, doordash, eaton and palo alto networks",None,neutral,0.9261
2026-06-20 14:05 ET,CAT,cant give you any advice here. make your own conclusion and post below,Bullish,neutral,0.9232
2026-06-20 14:05 ET,CAT,et al. this week39s stock strangle trades and results for june 15 - 19. consistentprofits bluevillecapital,None,neutral,0.9058
2026-06-20 14:05 ET,CAT,new? been around for a while and led to luminar becoming bankrupt. no one wants this spinning mirror low res lidar.,None,neutral,0.8961
2026-06-20 14:05 ET,CAT,new sensor deployed huge news,None,mixed,0.5158
2026-06-20 14:05 ET,CAT,3 hidden ai revolution stocks to buy now,None,neutral,0.9165
2026-06-20 14:05 ET,DIS,,None,neutral,0.0
2026-06-20 14:05 ET,DIS,disney.,None,neutral,0.9461
2026-06-20 14:05 ET,DIS,i told all my beautiful followers to buy disney yesterday,Bullish,neutral,0.892
2026-06-20 14:05 ET,DIS,investing in my self taking the whole family to see toy story 5,None,neutral,0.9217
2026-06-20 14:05 ET,DIS,the markets closed buy,Bullish,neutral,0.5171
2026-06-20 14:05 ET,DIS,boom!,None,neutral,0.0
2026-06-20 14:05 ET,DIS,this means people are feeling optimistic and willing to spend money again. im glad im holding the disney stock and on monday. im buying walmart. lfg!!,Bullish,neutral,0.8316
2026-06-20 14:05 ET,DIS,is she still living in your head 10 years later,None,neutral,0.8731
2026-06-20 14:05 ET,DIS,did any of this happen on epsteins island,None,neutral,0.9113
2026-06-20 14:05 ET,HQ,"last month i was looking for a quantum stock to get into. this one jumped to the top of my list. i was looking to repeat my entry into amd at 2.07 from a few years ago for chips. hq was screaming at me to buy and hold for several years for the next big thing. so far, so",None,neutral,0.8046
2026-06-20 14:05 ET,HQ,playing with fire,None,neutral,0.9032
2026-06-20 14:05 ET,HQ,"if u have shares from yesterday , i suggest trimming your initial position based on the fact there is no volume , so if someone decides to dump 100k shares on the market can easily crash it",None,bearish,0.9262
2026-06-20 14:05 ET,HQ,"low volume pump, careful",None,neutral,0.9305
2026-06-20 14:05 ET,HQ,"running hot on the session, up 26.7 and still absorbing. no read on the driver yet but the tape isn39t lying. anyone else watching this one or am i late to the party? live tape on the breakout",None,neutral,0.8945
2026-06-20 14:05 ET,HQ,"10.6 we called the entry at 20.7. our alert hit target 2 26 at 22.9 10.6 in 10m. entries targets, called live every day follow for more",Bullish,neutral,0.9347
2026-06-20 14:05 ET,HQ,"what a ripper! warrants tracking commons, which many recent despacs have not been doing lately. looks like dmyy got this one right!",Bullish,neutral,0.8895
2026-06-20 14:05 ET,HQ,big money,None,neutral,0.8945
2026-06-20 14:05 ET,HQ,target 40 dont forget ran from 7 to 44 in 5 days.. hq is low float. owns 13 and dell owns 8. described as microsoft of the quantum world..,Bullish,neutral,0.9238
2026-06-20 14:05 ET,HQ,wow! i dont think we pull a xanadu because no lockup issue but this could continue beyond belief in my opinion. been waiting for this !,Bullish,neutral,0.8208
2026-06-20 14:05 ET,MRNA,even russian bears couldn39t believe their eyes that moderna managed to survive and thrive under rfk jr. now imagine how much things are going to be so much better once that troublemaker is removed.,Bullish,neutral,0.5613
2026-06-20 14:05 ET,MRNA,why are they still around?,None,bearish,0.563
2026-06-20 14:05 ET,MRNA,bullish take axsomes fda approval is a huge win for igc. it validates that alzheimers agitation is a multi-billion-dollar market and proves the fda is open to non-antipsychotic treatments. massive market opportunity now confirmed by wall stree,Bullish,bullish,0.8933
2026-06-20 14:05 ET,MRNA,ascendiants 5.50 price target on a 0.28 stock reflects what could happen if igc delivers on its pipeline. huge alzheimers agitation market with limited approved treatments. clinical validation from the prestigious icahn school of medicine at mount sinai joi,Bullish,neutral,0.8885
2026-06-20 14:05 ET,MRNA,contraian,None,neutral,0.8768
2026-06-20 14:05 ET,MRNA,"new coo came from zoetis, animal vaccines next?",None,neutral,0.9133
2026-06-20 14:05 ET,MRNA,we39ll let this one slide you moderna holders next time i am calling captain chowda and it39s over for you all.,Bullish,neutral,0.9051
2026-06-20 14:05 ET,MRNA,this thing exploded. whales knew those calls 100 from 64 and still time on them,None,neutral,0.9141
2026-06-20 14:05 ET,MRNA,"aww what wrong, you don39t like vax? come on, you39re a big boy now. you can39t handle a little tiny needle with the see through liquid? no no no, it was just a coincidence everyone got a heart attack and lost their scent of smell. no conspiracies in here, you3",Bearish,neutral,0.6092
2026-06-20 14:05 ET,MRNA,"100. many older nvax investors naively believe it39s still protein vs mrna. to see how this is false, just visit . while moderna is mentioned in every posts here, almost all investors in mrna couldn39t care less to even mention novavax because the 2 are not even",None,neutral,0.8772
2026-06-20 14:05 ET,QS,"still climbing and there are no signs of exhaustion yet. the buyers keep stepping in on every push higher. when a move keeps this much energy, the smart money usually doesn39t want you watching too closely",Bullish,neutral,0.8412
2026-06-20 14:05 ET,QS,quantumscape corporation spicytrade - daily stock analysis,None,neutral,0.9475
2026-06-20 14:05 ET,QS,the holy grail ! 50,Bullish,neutral,0.8866
2026-06-20 14:05 ET,QS,"still climbing and there are no signs of exhaustion yet. the buyers keep stepping in on every push higher. when a move keeps this much energy, the smart money usually doesn39t want you watching too closely",Bullish,neutral,0.0
2026-06-20 14:05 ET,QS,you forgot to plug your korean telecommunication stock skm.,None,neutral,0.8521
2026-06-20 14:05 ET,QS,"okay shorts, fair warning. qs has tight security so you had no warning until just before markets opened. it will be that way every time, rewarding the faithful longs. ultimatum close your positions or face extinction.",None,neutral,0.8408
2026-06-20 14:05 ET,QS,wants back in cheaper,Bullish,neutral,0.8752
2026-06-20 14:05 ET,QS,"rampd agreement secured with honda is an absolute joke. time for leadership to talk about a mass manufacturing agreement at gig scale. as retail pumps this, they are idiots to realize vw just signed an agreement with factorial . this is a pump and dump scheme.",None,neutral,0.8506
2026-06-20 14:05 ET,QS,im a long term bull at qs. rampd agreement with honda is an absolute joke. time to hold learship responsible. we need answers on the upcoming earnings call. rampd agreement will sell off so hard it wont even be funny. i expect the insiders to immediately quit selli,None,bearish,0.86
2026-06-20 14:05 ET,QS,the momentum is strong here.,Bullish,bullish,0.89
2026-06-20 14:05 ET,UUUU,,Bullish,neutral,0.0
2026-06-20 14:05 ET,UUUU,"automakers are facing one of the biggest supplychain challenges in their history. every electric vehicle requires rare earth magnets and right now, over 90 of those materials come from china. thats a massive risk for companies like ford, gm, tesla, toyota, and every ev",Bullish,bearish,0.6304
2026-06-20 14:05 ET,UUUU,"longterm investors need to understand how important the next few months are for energy fuels. the 725m government loan is only the beginning. once the white mesa mill retooling is completed and the asm partnership is officially finalized, the company will finally be in po",Bullish,neutral,0.7729
2026-06-20 14:05 ET,UUUU,"many investors still dont realize how important the structure of the 725m government loan truly is. this isnt dilution, it isnt a share offering, and it isnt a highinterest burden. its a 20year, lowinterest loan that allows energy fuels to build out the white mesa",Bullish,neutral,0.8918
2026-06-20 14:05 ET,UUUU,"the recent discussion about energy fuels 725m conditional loan commitment needs to be understood clearly. this isnt just financing its a 20year, lowinterest government loan that requires no dilution to shareholders. that alone is a major win for longterm investors.",Bullish,bullish,0.8159
2026-06-20 14:05 ET,UUUU,"thelasthope, i appreciate your post and the points you raised. sodiumion batteries are an exciting development, and the cost improvements are real. but even with those advances, largescale utilities and grid operators are still warning that aidriven power demand is risin",Bullish,mixed,0.3902
2026-06-20 14:05 ET,UUUU,"what you are talking has been disproven. with sodium ion battery breakthrough, solar and wind can provide247 baseload power. the cost of batteries reduced by 70 in 24 months and the energy density has increased quite a bit.",None,bullish,0.7654
2026-06-20 14:05 ET,UUUU,this is the sort of action that sneaks onto your top list,None,neutral,0.9044
2026-06-20 14:05 ET,UUUU,- great article below!,None,neutral,0.9214
2026-06-20 14:05 ET,UUUU,.un sprott uranium monthly. nice cup and handle forming. . good set up for the sector,None,neutral,0.4987
2026-06-20 14:05 ET,ABNB,"plenty of folks don39t like this name, but could be looking at a stage one breakout.",None,neutral,0.9065
2026-06-20 14:05 ET,ABUS,qnc had the same crazy volume .over 54 million shares.,None,neutral,0.9471
2026-06-20 14:17 ET,ARDX,price prediction after q2 earnings?,Bullish,neutral,0.8928
2026-06-20 14:17 ET,ARDX,repost on x w commentary,Bullish,neutral,0.9413
2026-06-20 14:17 ET,ARDX,,None,neutral,0.0
2026-06-20 14:17 ET,ARDX,"apogee does have superior dosing regime. rademikibart regular every 24 weeks zumilokibart only 4 injections for 16-week induction, maintenance every 36 months take a look. this sector is huge and have produced two big bos within a year. apogee is not even in p",Bullish,neutral,0.8414
2026-06-20 14:17 ET,ARDX,youre still here too??,None,neutral,0.8876
2026-06-20 14:17 ET,ARDX,this is a bot... thought you should know. ive seen it here for years. same gifs and all,None,neutral,0.9314
2026-06-20 14:17 ET,ARDX,lmao damn still at 6 bucks... its been 3 years now. give up lol,None,neutral,0.8653
2026-06-20 14:17 ET,ARDX,brief clinical outcome comparison between connect china phase 3 data and apogee efficacy week 16 1. easi-75 rademikibart higher 74.2 vs zumilokibart 65.9 2. iga 01 clearance nearly equal rademikibart 47.7 zumilokibart 46.0 3. easi-90 deep clearance zum,Bullish,bullish,0.7635
2026-06-20 14:17 ET,ARDX,"its partner in china, simcere listed, had highly successful phase 3 trials for eczema and is undergoing nda in china approval expected end of this year or early 2027. the phase 3 produced superior efficacy and safety to both existing treatments like dupixent 18 bill",Bullish,bullish,0.952
2026-06-20 14:17 ET,ARDX,"hi guys, i think some of you might still remember me from the past 4 years. i existed ardx last year because of disappointment in xs situation. i have since diversified into a few other names ardx was like 80 of my portfolio. i just came across one name i want to shar",Bullish,neutral,0.9075
2026-06-20 14:17 ET,BFLY,many ppl have been stuck holding the bag for many years and will offload on monday. then we39ll have new bag holders who are giving crazy price predictions thinking this will reach the sky... this is still a prototype which will take many years to come to reality by,Bearish,neutral,0.7427
2026-06-20 14:17 ET,BFLY,"takes you into new dimension shortie, ok!",None,neutral,0.8973
2026-06-20 14:17 ET,BFLY,27 mio shares short! nice! its payday shorty!,Bullish,neutral,0.6402
2026-06-20 14:17 ET,BFLY,can we see 15 tomorrow??,None,neutral,0.9154
2026-06-20 14:17 ET,BFLY,,None,neutral,0.0
2026-06-20 14:17 ET,BFLY,jesus that happened faster than i thought.,Bullish,neutral,0.7413
2026-06-20 14:17 ET,BFLY,,None,neutral,0.0
2026-06-20 14:17 ET,BFLY,not true! know what own.,None,neutral,0.9188
2026-06-20 14:17 ET,BFLY,,Bearish,neutral,0.0
2026-06-20 14:17 ET,BFLY,2 spacs trending,None,neutral,0.8759
2026-06-20 14:17 ET,HQ,oh aye!,Bullish,neutral,0.7312
2026-06-20 14:17 ET,HQ,"momentum continues to rotate through small caps. are standing out with strong relative volume, notable percentage gains, and repeated appearances across multiple scanners. the names showing up everywhere are often the ones attracting the most attenti",None,mixed,0.4968
2026-06-20 14:17 ET,HQ,wow,None,neutral,0.0
2026-06-20 14:17 ET,HQ,thinking these are good buys for a wealthy future not fa...but dyor. i ain39t alone.,None,neutral,0.7089
2026-06-20 14:17 ET,HQ,"so proud, lil zappy is all grown up. lets seem them legs!",Bullish,neutral,0.8656
2026-06-20 14:17 ET,HQ,,Bullish,neutral,0.0
2026-06-20 14:17 ET,HQ,. nailed the idea but horrible execution. sad,None,bearish,0.676
2026-06-20 14:17 ET,HQ,let39s have a quantum party today!,Bullish,neutral,0.8902
2026-06-20 14:17 ET,HQ,can we touch 40 today?,Bullish,neutral,0.8893
2026-06-20 14:17 ET,HQ,news?,None,neutral,0.0
2026-06-20 14:17 ET,MRNA,"i am not against mrna technology as a whole however, i am firmly against its mass application to the general public as a vaccine. while mrna drugs hold legitimate potential for treating rare, otherwise incurable diseases, the technology itself is still far too unrefined. i",Bearish,neutral,0.82
2026-06-20 14:17 ET,MRNA,"as a biological wet-lab veteran, there have two key structural flaws of mrna tech degraded mrna fragments smear products translate into aberrant truncated proteins, risking off-target autoimmune reactions, while the lack of biological feedback loops allows unregulated, s",Bearish,neutral,0.6554
2026-06-20 14:17 ET,MRNA,we have a mrna fan right here because he is not contend with just getting one shot.,Bullish,neutral,0.872
2026-06-20 14:17 ET,MRNA,i will never have one single mrna shot into my body!,Bearish,neutral,0.5939
2026-06-20 14:17 ET,MRNA,moderna has some key approvals ahead. is the stock a buy?,None,neutral,0.8658
2026-06-20 14:17 ET,MRNA,the man literally just okayed vaping.,None,neutral,0.7071
2026-06-20 14:17 ET,MRNA,,None,neutral,0.0
2026-06-20 14:17 ET,MRNA,us healthcare is a joke. they clearly have dirt on rfk. you all need to get rid of him and get someone in there that won39t be pushed around by big pharma. at least the american people ware waking up and doing their own research. how high do you think you ca,None,neutral,0.8579
2026-06-20 14:17 ET,MRNA,it39s time to hit triple digits,Bullish,neutral,0.7161
2026-06-20 14:17 ET,MRNA,"9-0 vote for over 65 , 9-0 vote 50-64 years for 1010. oncology not priced in",None,neutral,0.9432
2026-06-20 14:17 ET,QS,holding and adding,Bullish,neutral,0.9452
2026-06-20 14:17 ET,QS,wow whats next?,None,neutral,0.9191
2026-06-20 14:17 ET,QS,"remember when the quantum sector pumps this sympathy pumps, would be funny if they start pumping next week.",None,neutral,0.9281
2026-06-20 14:17 ET,QS,good times?,None,neutral,0.8445
2026-06-20 14:17 ET,QS,2 spacs trending,None,neutral,0.0
2026-06-20 14:17 ET,QS,not giving anything back thats strength,None,neutral,0.873
2026-06-20 14:17 ET,QS,check out this really good video on what is happening here,None,neutral,0.9266
2026-06-20 14:17 ET,QS,"this could swing a few dollars up or down. however, i39m assuming honda research amp development geoup has done their evaluation of the technology and green light to have their name tagged. my money is riding on honda39s expertise has done its job.",Bullish,bullish,0.8121
2026-06-20 14:17 ET,QS,did my qs investment actually hold its gains for a day. ?,Bullish,neutral,0.7135
2026-06-20 14:17 ET,QS,"vw grossly undervalued vw and blue solutions aim to reach a joint development agreement in the coming months, according to the source who asked not to be identified",Bullish,bullish,0.9174
2026-06-20 14:22 ET,BFLY,is this gone take off on monday or crash,None,neutral,0.8976
2026-06-20 14:22 ET,BFLY,now they show us the sentiment line citadel had access to for 7 yrs,None,neutral,0.8162
2026-06-20 14:22 ET,BFLY,will crash on monday,Bearish,neutral,0.7129
2026-06-20 14:22 ET,BFLY,lmao..ppl here actually get racist if someone doesnt like there stock..?,None,bearish,0.7453
2026-06-20 14:22 ET,BFLY,lord i see what you have done for butterfly and i want that for,None,neutral,0.719
2026-06-20 14:22 ET,BFLY,,None,neutral,0.0
2026-06-20 14:22 ET,BFLY,,None,neutral,0.0
2026-06-20 14:22 ET,BFLY,looking good. recently awarded fda approval.,Bullish,bullish,0.882
2026-06-20 14:22 ET,BFLY,re hussain patels post on insider selling. several sales were tied to 10b5-1 plans or tax-related transactions. youre selling without really knowing ahead of time if the stock is going to be trading higher or lower. this is used extensively for tax and estate plann,None,neutral,0.805
2026-06-20 14:22 ET,BFLY,open the market!!! open sesame. open. open. open.,None,neutral,0.9224
2026-06-20 14:22 ET,HQ,"sooo.... who do y39all think we shall end up working with...? seems like mr. kapur wouldn39t sit around a fire flapping his jaws for nothing... oh and the other founders getting around too. remember, we have international ip and pat",Bullish,neutral,0.8956
2026-06-20 14:22 ET,HQ,,Bullish,neutral,0.0
2026-06-20 14:22 ET,HQ,all the way up!,Bullish,neutral,0.8057
2026-06-20 14:22 ET,HQ,i heard rumors its getting investigated for unusual price action. ill be selling here for a small gain,None,mixed,0.5162
2026-06-20 14:22 ET,HQ,"big move, but still a small market cap. plenty of room to run. a pure play on quantum software - agnostic of whomever wins the hardware race. cutting edge testbeds in superconducting ions multiple variants and now one of 39s latest systems in dublin for trapped ions",Bullish,neutral,0.7937
2026-06-20 14:22 ET,HQ,"trends with no friends. just 1 shy of 1,000 watchers.",Bullish,neutral,0.9131
2026-06-20 14:22 ET,HQ,up 100 in 3 days!,Bullish,bullish,0.577
2026-06-20 14:22 ET,HQ,"i almost ignored this, which would have been a mistake.",None,bearish,0.5987
2026-06-20 14:22 ET,HQ,"congrats to those that bought this for the short squeeze trade. now is the time to trade this out and into , a huge long-term winner in quantum. will wind up like once insiders dump following their lockup period.",Bullish,neutral,0.8642
2026-06-20 14:22 ET,HQ,you should have said back on june 11th. get your head out of your adderhole,None,neutral,0.574
2026-06-20 14:22 ET,QS,this trash still exists? thought it would39ve went the of romeo,Bearish,neutral,0.8151
2026-06-20 14:22 ET,QS,excited to partner with to advance qs solid-state battery technology and manufacturing. their rigorous evaluation and engineering excellence validate the potential of qs technology across automotive and other applications.,Bullish,bullish,0.8655
2026-06-20 14:22 ET,QS,"top stock gainers thursday, june 18, 2026 intel hits a new all-time high, micron surges 8, and chips carry the market into the long weekend 1. 9.67 to 132.81 new all-time high 133.82 2. 15.87 to 8.00 3. 8 4.",None,neutral,0.0
2026-06-20 14:22 ET,QS,fisher price is next to rampd with quantumscape,None,neutral,0.6697
2026-06-20 14:22 ET,QS,panasonic,None,neutral,0.9421
2026-06-20 14:22 ET,QS,"ogawa achieving high energy density while also making the technology affordable, safe, and easy to recycle and building the ecosystem to support it. but none of this can happen without scaling up. and let me say this clearly the research phase is already over. siva",Bullish,neutral,0.8536
2026-06-20 14:22 ET,QS,name another customer partner and we are off to the moon data center or automotive would be nice,None,neutral,0.9309
2026-06-20 14:22 ET,QS,"and this event is just around the corner. world ducati week 2026 taking place july 35 at misano, with the big centenary show happening exactly on the july 4th anniversary date. from high-performance qse-5 battery testing on the racetrack to a century of legacy, the timing",Bullish,neutral,0.919
2026-06-20 14:22 ET,QS,,Bullish,neutral,0.0
2026-06-20 14:22 ET,QS,,Bullish,neutral,0.0
2026-06-20 14:27 ET,ARDX,is it monday yet?,Bullish,neutral,0.0
2026-06-20 14:27 ET,BFLY,no device like this has ever been built. midjourney39s whole-body scanner prototype captures hundreds of body slices in just 60 seconds a completely new infrastructure for full-body imaging. here39s the technology that makes it possible,Bullish,neutral,0.9164
2026-06-20 14:27 ET,BFLY,,None,neutral,0.0
2026-06-20 14:27 ET,BFLY,"nope, i hang out on social media way too much the thing that most on x and the world dont understand is that midjourney is a butterfly customer. many seem to think butterfly has to develop the technology, test it etc however those who are invested understand",Bullish,neutral,0.9268
2026-06-20 14:27 ET,BFLY,damike you are a shame to your mother you have shown what kind of upbringing you have had....maybe you got bullied at school and now have become a keyboard warrior. we are all here to make money and we should show some manners and respect which unfortunately you lack.,Bearish,neutral,0.8079
2026-06-20 14:27 ET,BFLY,"once it has met the 10-consecutive-day rule above 1, the only way is up. keep an eye on blin. money is flowing in first stop resistance at 1.50, next at 2. in my opinion, we should see 5 before the end of this year. it wouldn39t be surprising if it gets acquired",None,neutral,0.8283
2026-06-20 14:27 ET,BFLY,"yes, indeed. technology is a game changer. ive been a long term investor since they went public in 2021. the next four yes will be very exciting.",Bullish,neutral,0.7373
2026-06-20 14:27 ET,BFLY,"this has some heavy hitters invested , blackrock",None,neutral,0.6296
2026-06-20 14:27 ET,BFLY,if you want to understand how broken the healthcare system is spend some time on x reading posts by doctors who are dismissive and negative of midjourneys ultrasound scanner powered by ultrasound on chip technology. clueless people get left behind in life. healthca,Bullish,neutral,0.5983
2026-06-20 14:27 ET,BFLY,top gainers,None,neutral,0.8741
2026-06-20 14:27 ET,BFLY,"damike that is a stupid stupid post re muslims. you are a racist imbecile, an idiot and an embarrassment to yourself. ive never met you, but i can categorically say that i wouldnt like you if i did. stop posting stupidity and never ever drink alcohol before posting.",None,mixed,0.5157
2026-06-20 14:27 ET,HQ,"lol. the risk that many investors overlook is literally that the leading hardware companies may never need a third-party software layer. firms like ibm, google, and xanadu are already developing their own software ecosystems alongside their hardware. if the industry",Bearish,neutral,0.928
2026-06-20 14:27 ET,HQ,"why the hell did this ran up over 200 in a week compared to . no fucking way this is worth more than infleqtion lol. this will likely crash soon, if not in the next few weeks like did from 40 to the low 10s. it literally had no important news and this is not even",Bearish,neutral,0.5651
2026-06-20 14:27 ET,HQ,people will be paying over 100 for this in few weeks,Bullish,neutral,0.8445
2026-06-20 14:27 ET,HQ,"lock up period supposedly 24 months starting from ipo date, therefore over a-year-and-half to go",Bullish,neutral,0.9327
2026-06-20 14:27 ET,HQ,you39d think with 10x the patents in the qc software space would ketchup already.. but i guess after all it39s only been up listed for a couple days...,Bullish,neutral,0.8923
2026-06-20 14:27 ET,HQ,"20.8 we called the entry at 20.7. our alert hit target 3 36 at 24.5 18.4 in 79m. entries targets, called live every day follow for more",Bullish,neutral,0.9336
